id,name,personality_1,personality_2,likes
724,狙射樹梟,神秘,獨特,托弓拉弦射出藏在翅膀裡的箭羽。精準度高到連前方１００米遠的小石頭也能貫穿。
725,火斑喵,獨特,神秘,如果被糾纏不休，就會變得不肯打開心扉。就算和牠變得親近了，也嚴禁與牠有過度的親密接觸。
726,炎熱喵,神秘,獨特,變得親近後也會對訓練家撒嬌。但因為力氣很大，爪子又很銳利，訓練家會被弄得全身是傷。
727,熾焰咆哮虎,熱情,衝動,在使出猛烈的拳擊或腳踢後，會從肚臍周圍噴出火焰，將敵人一擊斃命。
728,球球海獅,神秘,獨特,靠著每天不斷地練習，用鼻子吹出的氣球會一點一滴地漸漸變大。
729,花漾海獅,神秘,獨特,非常關心自己的夥伴。訓練家如果情緒低落，就會跳舞給予鼓勵。
730,西獅海壬,獨特,神秘,靈活運用歌聲來戰鬥。每天保養牠的喉嚨，是訓練家的重要任務。
731,小篤兒,神秘,獨特,會用堅硬的鳥嘴啄樹木。從牠啄擊的節奏可以大致看出牠當時的心情和身體狀況。
732,喇叭啄鳥,神秘,獨特,揚起鳥嘴，以各種聲音鳴叫。因為相當吵鬧，所以被周圍的居民們嫌棄。
733,銃嘴大鳥,獨特,神秘,在嘴裡爆發體內的氣體，發射出樹果的種子。威力大到連巨大的岩石也能粉碎。
734,貓鼬少,獨特,神秘,銳利的牙齒可咬住任何東西。原本並不住在阿羅拉，是從其他地區被帶過來的。
735,貓鼬探長,神秘,獨特,原本沒有棲息在阿羅拉，是在過去小拉達大量繁殖的時候被人們帶過來的。
736,強顎雞母蟲,獨特,神秘,為了不被鳥寶可夢襲擊，經常聚集在電屬性寶可夢棲息的地方。
737,蟲電寶,獨特,神秘,吃下食物後進行消化時產生的電能會被儲藏在電力袋中。
738,鍬農炮蟲,獨特,神秘,來回盤旋尋找機會。用巨大的顎部積蓄電能，向敵人發射。
739,好勝蟹,獨特,神秘,用鉗子保護自己的弱點，同時等候時機出拳。輸了的話會吐著泡泡倒下。
740,好勝毛蟹,獨特,神秘,原本是為了超越顛峰而深入山中修行，卻走錯路登上雪山，在忍受寒冷的同時，毛髮不斷生長而產生了進化。
741,花舞鳥,獨特,神秘,吸食了朱紅色花蜜的花舞鳥。以熱情的舞步將敵人的身心全部燃燒殆盡。
742,萌虻,神秘,獨特,花蜜和花粉是牠的食物。擁有感知氣場的力量，能分辨出要綻放的花。
743,蝶結萌虻,獨特,神秘,討厭下雨，因為花粉會濕掉。當天上烏雲密佈的時候，牠會靜靜地躲在樹洞裡不動。
744,岩狗狗,獨特,神秘,從過去開始就一直和人類生活。當訓練家感到悲傷的時候，牠會察覺到，並不會離開對方身邊。
745,鬃岩狼人,獨特,神秘,鬃毛裡的岩石像刀子一樣鋒利。會對獵物窮追不捨，等獵物筋疲力盡時再給予致命一擊。
746,弱丁魚,神秘,獨特,因為很弱小，總是以群體行動。但也能經常見到與群體走散了的弱丁魚單獨游動的樣子。
747,好壞星,神秘,獨特,因為牠會吃太陽珊瑚的枝條，所以專門收集自然掉落的枝條來加工的工匠們很討厭牠。
748,超壞星,危險,謹慎,如果被超壞星的毒傷到，會連續３天３夜遭受劇烈的疼痛，即使得到救助也會留下後遺症。
749,泥驢仔,神秘,獨特,最喜歡玩泥巴。如果沒有每天到泥巴裡玩的話，會因為壓力累積而變得不聽話。
750,重泥挽馬,神秘,獨特,從嘴裡吐出的泥凝固後，即使是風雨也能擋得住，所以過去常被塗在家屋的外牆上。
751,滴蛛,冷靜,保守,發現獵物或敵人後，會將頭上戴著的水泡彈出去，用水進行攻擊。
752,滴蛛霸,冷靜,保守,用頭部的水泡來進行頭錘攻擊。如果是弱小的寶可夢，會被裹進水泡溺死。
753,偽螳草,神秘,獨特,白天的時候，一邊沐浴陽光一邊睡覺。到了晚上就會為尋找更安全的睡床而走出來。
754,蘭螳花,獨特,神秘,從鐮刀狀的花瓣中放射光束。具有連厚厚的鐵板也能一切兩半的威力。
755,睡睡菇,獨特,神秘,在周圍到處散播一閃一閃發著光的孢子。看到這個光的都會陷入沉睡中。
756,燈罩夜菇,神秘,獨特,會噴出閃爍的孢子讓獵物睡著，再從睡著的獵物身上吸取精氣。
757,夜盜火蜥,危險,謹慎,燃燒體液製造毒瓦斯。在吸了毒瓦斯的敵人變得頭暈目眩之後發動襲擊。
758,焰后蜥,神秘,獨特,不知為何只發現♀。率領夜盜火蜥的♂，組成逆後宮一起生活。
759,童偶熊,神秘,獨特,外表惹人喜愛，但如果被牠發怒後胡亂揮舞的腿碰到，即使是職業摔角手也會被踢到老遠。
760,穿著熊,獨特,神秘,大動作的揮手是威嚇與警戒的信號。看見時一定要立刻逃走，不然可是會沒命的。
761,甜竹竹,神秘,獨特,甜美的香味讓牠成了鳥寶可夢襲擊的對象，但因為牠不怎麼聰明，所以根本不在意。
762,甜舞妮,神秘,獨特,因為被堅硬的果蒂保護著，所以跟鳥寶可夢也能安心玩耍。雖然不停被啄，但牠毫不在意。
763,甜冷美后,獨特,神秘,以擁有美腿的寶可夢為人所知，成了美容沙龍等廣告的吉祥物。
764,花療環環,神秘,獨特,把藤蔓上附著的花放進浴盆裡飄浮，泡澡時就會有舒緩的效果，在廣大女性中極具人氣。
765,智揮猩,獨特,神秘,平時待在樹上冥想度日。會隨意投擲精靈球，對寶可夢下達命令。
766,投擲猴,獨特,神秘,使用堅硬的樹果戰鬥。這個技術會透過每一代的老大傳承給團隊裡的夥伴們。
767,膽小蟲,獨特,神秘,掉在地上的東西全都會撿起來。因為有時也會撿到硬幣，所以會被黑暗鴉和喵喵襲擊。
768,具甲武者,獨特,神秘,用６條手臂靈活地戰鬥。平時就在深海的岩洞裡像在冥想一般靜靜地生活。
769,沙丘娃,獨特,神秘,為了讓沙山的身體變大，會操縱把手伸進自己嘴巴者。
770,噬沙堡爺,獨特,神秘,每一粒沙子都有意識。會活生生吞下小型寶可夢，奪走對方的精氣。
771,拳海參,神秘,獨特,扔拳海參的文化最早是始於將被沖上海岸的拳海參扔回海裡的習俗。
772,屬性：空,神秘,獨特,帶著沉重的控制面罩，無法釋放出原有的能力。蘊藏著特別的力量。
773,銀伴戰獸,獨特,神秘,覺醒進化之後的模樣。從沉重的面罩中獲得解放，速度大幅提升。
774,小隕星,神秘,獨特,若受到強烈的衝擊，外殼就會剝落。是奈米粒子突變而誕生的寶可夢。
775,樹枕尾熊,神秘,獨特,抱住的樹是出生時父母所贈的。關係親密的話，也會緊緊抱著訓練家的胳膊。
776,爆焰龜獸,獨特,神秘,棲息在火山，吃硫磺和礦物為生。吃下的食物中所含的成分形成了牠那會爆炸的甲殼。
777,托戈德瑪爾,神秘,獨特,背上的針毛平時是倒伏的。一旦興奮就會倒立起來，刺向前來襲擊的敵人。
778,謎擬Ｑ,獨特,神秘,真面目是個謎。某個看過破布裡面的學者因為太可怕而被活活嚇死了。
779,磨牙彩皮魚,神秘,獨特,會潛藏在沙子裡，從頭部的突起物發射精神力量，在探查周圍狀況的同時等待獵物。
780,老翁龍,神秘,獨特,如果和自己成為朋友的孩子被欺負，牠會去找出欺負人的那個孩子家，然後把房子燒光光。
781,破破舵輪,神秘,獨特,會用綠色的海藻纏住獵物並奪取精氣。總是喜歡找上吼鯨王之類的大型對手。
782,心鱗寶,神秘,獨特,會用頭部的鱗片敲擊岩石或地面來威嚇對手。也會用這種聲音和夥伴聯絡。
783,鱗甲龍,獨特,神秘,鱗片會不斷更替。隨著每次嶄新蛻變，鱗片會變得堅硬又鋒利。
784,杖尾鱗甲龍,神秘,獨特,堅硬的鱗片集攻防於一體。過去曾被加工成武器和日用品來使用。
785,卡璞・鳴鳴,獨特,神秘,以迅雷不及掩耳的速度擾亂敵人。雖然極度易怒，但卻很快就會忘記為何生氣。
786,卡璞・蝶蝶,神秘,獨特,會四處散佈閃閃發亮的鱗粉，治癒人和寶可夢的傷。是阿羅拉的人們信奉的守護神。
787,卡璞・哞哞,獨特,神秘,拔出巨大的樹木，轟轟地來回揮舞。會讓草木茂盛生長，再吸收其中的能量。
788,卡璞・鰭鰭,冷靜,保守,操縱水的波尼守護神。傳說會生出能夠除去污穢的清淨之水。
789,科斯莫古,神秘,獨特,容易消逝的氣體狀身體。一邊收集大氣中的塵埃，一邊慢慢地成長著。
790,科斯莫姆,獨特,神秘,太古時代支配著阿羅拉的國王稱呼牠為星之繭，為了崇拜牠而建造了祭壇。
791,索爾迦雷歐,獨特,神秘,傳說中棲息在另一個世界裡。當全身釋放出強烈的光芒時，能將暗夜照亮如白晝。
792,露奈雅拉,神秘,獨特,在遙遠過去的文獻裡，牠被人們以邀引月亮之獸的名字記錄了下來。
793,虛吾伊德,神秘,獨特,ＵＢ的一種。是否有自主意識尚不清楚，但不時會展現少女般的姿態。
794,爆肌蚊,神秘,獨特,謎一般的生物──ＵＢ。被目擊到了一拳把大卡車打得粉碎的情景。
795,費洛美螂,獨特,神秘,棲息在其他世界的生命體。身體纖細柔軟，但似乎蘊藏著強大的力量。
796,電束木,神秘,獨特,在這個世界是危險的異類，但在原本棲息的世界裡，牠似乎是常見的普通生物。
797,鐵火輝夜,獨特,神秘,ＵＢ的一種。有人看見牠從２條手臂噴出氣體燒毀森林的樣子。
798,紙御劍,神秘,獨特,來自究極之洞的ＵＢ。本身不會主動襲擊敵人，但是銳利的全身就是兇器。
799,惡食大王,獨特,神秘,報告指出有人見過牠削山吞樓的模樣。是究極異獸的一種。
800,奈克洛茲瑪,神秘,獨特,為了尋求作為能量的光而發狂的牠看起來有些痛苦。似乎是來自於其他世界。
801,瑪機雅娜,神秘,獨特,機械結構的身體只是一個容器。被稱為魂心的人造靈魂才是牠的本體。
802,瑪夏多,獨特,神秘,能夠潛入對手的影子，模仿對手的動作和能力。在模仿的過程中會變得比本尊更強。
803,毒貝比,危險,謹慎,棲息在異世界的究極異獸。會從頭上的毒針朝對手噴出毒液，然後放聲大笑。
804,四顎針龍,危險,謹慎,體內儲存著數百公升的毒液，是被稱為究極異獸的生物中的一種。
805,壘磊石,獨特,神秘,從究極之洞中出現。似乎是由多數的生命堆積起來形成的個體。
806,砰頭小丑,獨特,神秘,會扭動著身體靠近人，然後突然讓頭爆炸。似乎是究極異獸的一種。
807,捷拉奧拉,神秘,獨特,以媲美閃電的速度奔跑，用能釋放高壓電的爪子將敵人撕得粉碎。
808,美錄坦,獨特,神秘,美錄坦們雖然聚在一起生活，但當時機到來，會由最強的那１隻吸收其他的夥伴來進化。
809,美錄梅塔,神秘,獨特,美錄梅塔利用離心力帶動沉重的螺帽揮出的拳擊被認為是寶可夢界之最。
810,敲音猴,神秘,獨特,會用木棒連續擊打來攻擊。在以飛快的速度擊打的同時，情緒也會變得越來越高漲。
811,啪咚猴,神秘,獨特,越是能用２根木棒敲奏出激烈節拍的啪咚猴，越是能獲得夥伴們的尊敬。
812,轟擂金剛猩,神秘,獨特,能夠透過打鼓來控制特別的樹樁中的力量，操縱樹根進行戰鬥。
813,炎兔兒,神秘,獨特,不斷奔跑使體溫升高後，火之能量會在牠體內循環，促使牠發揮出真正的力量。
814,騰蹴小將,神秘,獨特,會用腳把樹果從樹木上踢落，用來練習挑球，藉此鍛鍊自己的腳法。
815,閃焰王牌,獨特,神秘,擁有熟練的進攻和防守技巧。只要得到聲援就會更有衝勁，但有時會為了出風頭而弄巧成拙。
816,淚眼蜥,冷靜,保守,害怕時流下的淚水中含有相當於１００顆洋蔥的催淚成分，能讓對手淚流不止。
817,變澀蜥,冷靜,保守,很有戰略頭腦，會把手掌分泌出的水分做成水彈攻擊敵人。
818,千面避役,冷靜,保守,身上隱藏著多種特殊能力，例如從手指噴射水流，以及用背部的翼膜滑翔等等。
819,貪心栗鼠,神秘,獨特,在伽勒爾隨處可見。如果不往兩邊的頰囊裡塞滿樹果，就會感到不安。
820,藏飽栗鼠,獨特,神秘,無論多麼堅硬的樹果殼都能用引以為傲的大牙咬碎。在伽勒爾是很常見的寶可夢。
821,稚山雀,獨特,神秘,嬌小的體型讓牠能敏捷地飛翔。攻其不備的戰法將體型巨大的對手玩弄於股掌之間。
822,藍鴉,獨特,神秘,歷經無數次艱難的戰鬥後，牠學會了該如何正確地判斷敵人的力量。
823,鋼鎧鴉,神秘,獨特,在伽勒爾地區的空中所向無敵。牠那黑得發亮的鋼鐵之軀有著讓敵人畏懼的威懾力。
824,索偵蟲,獨特,神秘,經常出現在田地裡的寶可夢。會透過長在身體上的毛來感應周圍發生的事。
825,天罩蟲,獨特,神秘,正在殼裡成長著。用精神力量掌握外界的狀況，做好進化的準備。
826,以歐路普,神秘,獨特,以頭腦聰慧而聞名。大大的腦子是牠擁有出眾精神力量的證明。
827,偷兒狐,獨特,神秘,性情謹慎且狡猾。在偷盜食物逃走的時候會用尾巴擦掉自己的足跡。
828,狐大盜,獨特,神秘,靠著輕盈的身體和銳利的爪子到處去偷食物和蛋。逐電犬是牠的天敵。
829,幼棉棉,神秘,獨特,會隨著微風一邊轉圈圈一邊愉快地唱歌。許多人因為喜歡這可愛的模樣而培育牠。
830,白蓬蓬,獨特,神秘,棉絮的種子營養豐富。牠會藉由風散播種子，讓草木和寶可夢變得活力十足。
831,毛辮羊,神秘,獨特,捲捲的體毛彈性十足。就算從懸崖上掉下去，也不會受傷。
832,毛毛角羊,神秘,獨特,用牠那彈力十足的毛織成的地毯就像是彈簧墊，可以站上去蹦蹦跳。
833,咬咬龜,獨特,神秘,會用頭上硬如岩石的角攻擊敵人。趁其不備之時大口咬住對方，一旦咬住便再也不會鬆口。
834,暴噬龜,獨特,神秘,性情凶暴的寶可夢。會用能咬斷鐵棍的顎部大口咬住獵物。
835,來電汪,獨特,神秘,奔跑的時候會從尾巴的根部製造出電能。在伽勒爾是很受歡迎的牧羊犬。
836,逐電犬,獨特,神秘,電力增強了牠的腳力。當以最高速度奔跑時，時速可以輕易超過９０公里。
837,小炭仔,神秘,獨特,在滿是岩石的崎嶇路面上也能像獨輪車那樣自在移動。靠燃燒煤炭維持生命。
838,大炭車,獨特,神秘,能在體內製造煤炭。在過去，伽勒爾人曾經用牠身上掉下來的煤炭生活。
839,巨炭山,獨特,神秘,進入戰鬥狀態後，牠會把煤炭山燃燒得通紅，飛撒火花來燒焦四周。
840,啃果蟲,神秘,獨特,終其一生都在蘋果裡度過。遇到天敵鳥寶可夢時，會裝成蘋果保護自己。
841,蘋裹龍,獨特,神秘,會用蘋果皮的翅膀飛翔，並吐出強酸性的唾液。能變成蘋果的形狀。
842,豐蜜龍,獨特,神秘,身體被甜甜的蜜汁包裹，背部的皮尤其甘甜，過去曾經是小孩的零食。
843,沙包蛇,神秘,獨特,會從鼻孔噴射出沙子，趁敵人看不清的時候躲進地底下藏身。
844,沙螺蟒,獨特,神秘,蜷縮身體後從鼻孔裡噴射出１００公斤的沙子。沒有了沙子就會變得很懦弱。
845,古月鳥,神秘,獨特,非常貪吃，會把刺梭魚整隻吞進嘴裡。偶爾也會搞錯對象去咬其他的寶可夢。
846,刺梭魚,獨特,神秘,尖銳的下巴是牠的驕傲。只要發現周圍有什麼小動作，就會一直線衝過去。
847,戽斗尖梭,神秘,獨特,像長矛一樣尖銳的下巴擁有鋼鐵般的硬度。據說牠的肉好吃得驚人。
848,毒電嬰,危險,謹慎,會從皮膚把體內的毒囊裡儲存著的毒素分泌出來。一旦觸碰牠就會感到麻麻的。
849,顫弦蠑螈,獨特,神秘,當牠用力抓撓胸部的突起物來製造電力時，四周會響起如同吉他演奏般的聲音。
850,燒火蚣,獨特,神秘,靠儲存在體內的可燃氣體來發熱。熱度最高的是腹部的黃色部分。
851,焚焰蚣,神秘,獨特,性情極具攻擊性。危險的不只是牠燒燙的身體，大大的獠牙也銳利無比。
852,拳拳蛸,神秘,獨特,會為了尋找食物而登上陸地。擁有旺盛的好奇心，不管看到什麼，都會先用觸手打一打再說。
853,八爪武師,神秘,獨特,全身都是肌肉。會用觸手施展絞技，威力無與倫比。
854,來悲茶,神秘,獨特,被牠當成住處的茶杯是有名的古董餐具。市面上有很多贗品。
855,怖思壺,獨特,神秘,每當發現喝剩的紅茶，牠就會把自己的身體倒進去，讓那壺紅茶變成怖思壺。
856,迷布莉姆,神秘,獨特,透過頭部的突起物來感應生物的情感。只對溫和的人敞開心扉。
857,提布莉姆,獨特,神秘,會用頭上的辮子攻擊對手，讓對方安靜下來。破壞力強到能一擊ＫＯ職業拳擊手。
858,布莉姆溫,獨特,神秘,又被稱為森林魔女。如果有人大吵大鬧，可能會被牠用觸手上的爪子撕碎。
859,搗蛋小妖,獨特,神秘,不但會溜進民宅偷盜，還會吸收人們悔恨時的負面能量。
860,詐唬魔,神秘,獨特,喜歡動歪腦筋，把人們引誘到深夜的森林中。似乎擁有培育農作物的能力。
861,長毛巨魔,獨特,神秘,毛髮能發揮肌肉纖維般的作用。伸展開來時會像觸手那樣把對手纏繞起來。
862,堵攔熊,神秘,獨特,能夠發出驚人的音量。牠在大叫的同時威嚇對手的樣子被稱為「攔堵」。
863,喵頭目,神秘,獨特,有著十分好戰的性格。頭上像鐵頭盔一樣的東西其實是牠硬化後的體毛。
864,魔靈珊瑚,神秘,獨特,一定要小心牠那包覆著靈魂的靈體。如果觸摸到，就會像石頭一樣動彈不得。
865,蔥遊兵,神秘,獨特,只有歷經過無數戰鬥的大蔥鴨才能進化成這個樣子。當大蔥枯萎了就會離開戰場。
866,踏冰人偶,獨特,神秘,幽默的動作使牠獲得了眾人的喜愛。能從腹部的圖案釋放出精神力量。
867,死神板,神秘,獨特,被注入了強烈詛咒的古代繪畫在吸進哭哭面具的靈魂後就開始動起來了。
868,小仙奶,神秘,獨特,據說有小仙奶現身的蛋糕店保證能生意興隆。
869,霜奶仙,獨特,神秘,牠會把自己用鮮奶油裝飾過的樹果送給自己信任的訓練家。
870,列陣兵,獨特,神秘,列陣兵由１個頭頭和５個跟班組成。頭頭的命令不可違抗。
871,啪嚓海膽,神秘,獨特,每根刺裡都儲存著電力。即使是折斷的刺也至少能持續放電３小時。
872,雪吞蟲,神秘,獨特,能吐出帶著冷氣的絲。會用絲把自己掛在樹枝上，一邊裝成冰柱一邊睡覺。
873,雪絨蛾,獨特,神秘,絕不放過破壞山野環境的人。會用冰冷的翅膀四處飛翔，製造出暴風雪來懲罰他們。
874,巨石丁,獨特,神秘,佇立在大草原上，每天眺望著日升日落。擅長強而有力的踢技。
875,冰砌鵝,神秘,獨特,從非常寒冷的地方漂流而來。隨時都用冰塊冰鎮著自己的臉。
876,愛管侍,獨特,神秘,會用頭上的角讀取對方的心情。雄性就像管家一樣，在主人的身邊打理一切。
877,莫魯貝可,獨特,神秘,無論怎麼吃都會馬上肚子餓。十分珍愛自己用電烘烤過的種子，隨時都帶在身上。
878,銅象,獨特,神秘,能輕鬆舉起重達５噸的貨物的大力士寶可夢。會用鼻子挖地。
879,大王銅象,獨特,神秘,群居的寶可夢。鼻子的握力十分強勁，甚至能把大石頭弄得粉碎。
880,雷鳥龍,和平,穩定,在遠古時代曾憑藉自己強大的下半身而所向無敵，但因吃光了賴以為生的植物而滅絕了。
881,雷鳥海獸,獨特,神秘,牠凍成冰的上半身在顫抖時可以產生電能。非常不擅長走路。
882,鰓魚龍,冷靜,保守,雖然能用自豪的腳力以６０公里的時速奔跑，但是只能在水中呼吸。
883,鰓魚海獸,獨特,神秘,雖然能透過凍結四周來捕捉獵物，但由於嘴長在頭頂上，所以吃起東西來不太方便。
884,鋁鋼龍,獨特,神秘,由特殊金屬構成的身體十分輕盈，能夠靈活地活動。不喜歡下雨，所以住在洞窟裡。
885,多龍梅西亞,神秘,獨特,雖然單獨１隻弱得甚至敵不過小孩，但會和夥伴合作一起鍛鍊，透過進化而變得更強。
886,多龍奇,獨特,神秘,飛行速度為每小時２００公里。與多龍梅西亞一起戰鬥，到牠進化為止都會細心照顧。
887,多龍巴魯托,獨特,神秘,牠角裡的多龍梅西亞似乎滿心期待著能被以音速發射出去。
888,蒼響,獨特,神秘,被稱為傳說中的英雄。能夠吸收金屬，將之轉化為武器來戰鬥。
889,藏瑪然特,神秘,獨特,以石像般的姿態陷入長久沉眠的寶可夢。幾乎就要被人們所遺忘。
890,無極汰那,神秘,獨特,來自於２萬年前墜落到地上的隕石之中。似乎與極巨化之謎有所關聯。
891,熊徒弟,神秘,獨特,藉由累積嚴苛的鍛鍊來磨練招式。進化後的樣子會根據牠領會的招式而不同。
892,武道熊師,獨特,神秘,一擊必殺是牠的信念。會衝進對手的懷裡，不留情地用千錘百煉的拳頭給予一擊。
893,薩戮德,和平,穩定,生長在身上的藤蔓斷落後會化為土壤的養分，孕育森林裡的各種植物。
894,雷吉艾勒奇,神秘,獨特,全身都是能發電的器官。牠製造的電能可以滿足伽勒爾全域的電力需求。
895,雷吉鐸拉戈,獨特,神秘,全身是由龍之能量的結晶打造而成。據說牠擁有所有的龍寶可夢的力量。
896,雪暴馬,獨特,神秘,擁有十分驚人的怪力。遮住臉部的冰面罩比鑽石還要堅硬１００倍。
897,靈幽馬,獨特,神秘,在漆黑的夜裡奔馳，吸取正在睡覺的生物的生命能量。喜愛孤獨與寂靜。
898,蕾冠王,神秘,獨特,曾在很久以前統治伽勒爾的傳說之王。擁有治癒心靈，讓草木發芽的力量。
899,詭角鹿,神秘,獨特,製造肉眼不可見的障壁時，黑珠會發出妖異的光輝。從牠身上脫落的鬍鬚是用來製作溫暖冬衣的實用原料。
900,劈斧螳螂,獨特,神秘,用堅硬的岩石守護己身，以粗獷的斧頭砍倒大樹。性情暴躁易怒。要是在荒野遇見牠，逃跑將是唯一選擇。
901,月月熊,獨特,神秘,考察結果顯示，正是遍布在洗翠大地上的濕地土壤，造就了牠堅實的軀體和自在運用泥炭的新能力。
902,幽尾玄魚,神秘,獨特,在溯河而上的旅程中半途喪命者的靈魂纏繞其身。在流經洗翠地區的河川裡可謂所向無敵。
903,大狃拉,危險,謹慎,擁有凌駕其他物種之上的身體能力以及劇毒。在寒冷的高地上所向無敵。偏好獨自行動，而不會集結成群。
904,萬針魚,危險,謹慎,身上如同槍尖般的針以及凶暴的性情使這種寶可夢得到了海鬼的外號。會吞下毒物作為己身糧食。
905,眷戀雲,神秘,獨特,當牠越過大海飛來，便代表嚴寒的冬季即將終結。傳說中其慈愛將使新的生命在洗翠大地上萌芽。
